Timestamp,Sensor_ID,Voltage (V),Current (A),Temperature (°C),Power (W),Humidity (%),Vibration (m/s²),Equipment_ID,Operational Status,Fault Status,Failure Type,Last Maintenance Date,Maintenance Type,Failure History,Repair Time (hrs),Maintenance Costs (USD),Ambient Temperature (°C),Ambient Humidity (%),External Factors,X,Y,Z,Equipment Relationship,Equipment Criticality,Fault Detected,Predictive Maintenance Trigger,Vibration (m/s²)_lag_1,Vibration (m/s²)_lag_2,Temperature (°C)_lag_1,Temperature (°C)_lag_2,Vibration (m/s²)_roll_mean_1,Vibration (m/s²)_roll_mean_4,Vibration (m/s²)_roll_mean_8,Temperature (°C)_roll_mean_1,Temperature (°C)_roll_mean_4,Temperature (°C)_roll_mean_8,Failure_next_24h
2024-01-05 13:00:00,S_110,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,9,9,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-05 14:00:00,S_111,110,0.5,20,55.0,40,0.2,E_11,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,10,10,20,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-05 15:00:00,S_112,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,11,11,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-05 16:00:00,S_113,112,0.7,22,78.4,42,0.3,E_13,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,12,12,22,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-05 17:00:00,S_114,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,13,13,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-05 18:00:00,S_115,114,0.9,24,102.6,44,0.4,E_15,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,14,14,24,Independent,High,1,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-05 19:00:00,S_116,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,15,15,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-05 20:00:00,S_117,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,26,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-05 21:00:00,S_118,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,17,17,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-05 22:00:00,S_119,118,0.8,28,94.4,48,0.35,E_19,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,18,18,28,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 11:00:00,S_12,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,11,11,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-05 23:00:00,S_120,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,19,19,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-06 00:00:00,S_121,110,0.5,20,55.0,40,0.2,E_21,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,20,20,0,Independent,High,1,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-06 01:00:00,S_122,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,21,21,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-06 02:00:00,S_123,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,22,22,2,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-06 03:00:00,S_124,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,23,23,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-06 04:00:00,S_125,114,0.9,24,102.6,44,0.4,E_25,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,24,24,4,Dependent,High,0,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-06 05:00:00,S_126,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,25,25,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-06 06:00:00,S_127,116,0.6,26,69.6,46,0.25,E_27,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,26,26,6,Independent,High,1,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-06 07:00:00,S_128,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,27,27,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-06 08:00:00,S_129,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,28,28,8,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 12:00:00,S_13,112,0.7,22,78.4,42,0.3,E_13,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,12,12,12,Independent,High,1,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-06 09:00:00,S_130,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,29,29,9,Independent,Medium,1,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-06 10:00:00,S_131,110,0.5,20,55.0,40,0.2,E_31,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,30,30,10,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-06 11:00:00,S_132,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,31,31,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-06 12:00:00,S_133,112,0.7,22,78.4,42,0.3,E_33,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,32,32,12,Independent,High,1,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-06 13:00:00,S_134,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,33,33,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-06 14:00:00,S_135,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,34,34,14,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-06 15:00:00,S_136,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,35,35,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-06 16:00:00,S_137,116,0.6,26,69.6,46,0.25,E_37,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,36,36,16,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-06 17:00:00,S_138,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,37,37,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-06 18:00:00,S_139,118,0.8,28,94.4,48,0.35,E_39,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,38,38,18,Independent,High,1,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 13:00:00,S_14,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,13,13,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-06 19:00:00,S_140,119,0.9,29,107.1,49,0.4,E_40,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,39,39,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-06 20:00:00,S_141,110,0.5,20,55.0,40,0.2,E_41,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,40,40,20,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-06 21:00:00,S_142,111,0.6,21,66.6,41,0.25,E_42,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,41,41,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-06 22:00:00,S_143,112,0.7,22,78.4,42,0.3,E_43,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,42,42,22,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-06 23:00:00,S_144,113,0.8,23,90.4,43,0.35,E_44,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,43,43,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-07 00:00:00,S_145,114,0.9,24,102.6,44,0.4,E_45,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,44,44,24,Independent,High,1,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-07 01:00:00,S_146,115,0.5,25,57.5,45,0.2,E_46,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,45,45,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-07 02:00:00,S_147,116,0.6,26,69.6,46,0.25,E_47,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,46,46,26,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-07 03:00:00,S_148,117,0.7,27,81.9,47,0.3,E_48,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,47,47,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-07 04:00:00,S_149,118,0.8,28,94.4,48,0.35,E_49,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,48,48,28,Dependent,High,0,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 14:00:00,S_15,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,14,14,14,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-07 05:00:00,S_150,119,0.9,29,107.1,49,0.4,E_50,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,49,49,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-07 06:00:00,S_151,110,0.5,20,55.0,40,0.2,E_1,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,50,0,0,Independent,High,1,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-07 07:00:00,S_152,111,0.6,21,66.6,41,0.25,E_2,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,51,1,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-07 08:00:00,S_153,112,0.7,22,78.4,42,0.3,E_3,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,52,2,2,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-07 09:00:00,S_154,113,0.8,23,90.4,43,0.35,E_4,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,53,3,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-07 10:00:00,S_155,114,0.9,24,102.6,44,0.4,E_5,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,54,4,4,Dependent,High,0,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-07 11:00:00,S_156,115,0.5,25,57.5,45,0.2,E_6,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,55,5,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-07 12:00:00,S_157,116,0.6,26,69.6,46,0.25,E_7,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,56,6,6,Independent,High,1,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-07 13:00:00,S_158,117,0.7,27,81.9,47,0.3,E_8,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,57,7,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-07 14:00:00,S_159,118,0.8,28,94.4,48,0.35,E_9,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,58,8,8,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 15:00:00,S_16,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,15,15,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-07 15:00:00,S_160,119,0.9,29,107.1,49,0.4,E_10,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,9,240,24,44,Storm,59,9,9,Independent,Medium,1,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-07 16:00:00,S_161,110,0.5,20,55.0,40,0.2,E_11,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,60,10,10,Dependent,High,0,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-07 17:00:00,S_162,111,0.6,21,66.6,41,0.25,E_12,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,61,11,11,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-07 18:00:00,S_163,112,0.7,22,78.4,42,0.3,E_13,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,7,170,22,42,Clear Weather,62,12,12,Independent,High,1,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-07 19:00:00,S_164,113,0.8,23,90.4,43,0.35,E_14,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,63,13,13,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-07 20:00:00,S_165,114,0.9,24,102.6,44,0.4,E_15,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,64,14,14,Dependent,High,0,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-07 21:00:00,S_166,115,0.5,25,57.5,45,0.2,E_16,Under Maintenance,Fault Detected,Overheating,2024-12-01,Corrective,No Fault,5,200,20,40,Storm,65,15,15,Independent,Medium,1,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-07 22:00:00,S_167,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,66,16,16,Dependent,High,0,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-07 23:00:00,S_168,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,67,17,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-08 00:00:00,S_169,118,0.8,28,94.4,48,0.35,E_19,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,8,230,23,43,Clear Weather,68,18,18,Independent,High,1,1,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 16:00:00,S_17,116,0.6,26,69.6,46,0.25,E_17,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,16,16,16,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-08 01:00:00,S_170,119,0.9,29,107.1,49,0.4,E_20,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,69,19,19,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-08 02:00:00,S_171,110,0.5,20,55.0,40,0.2,E_21,Operational,No Fault,Overheating,2024-12-01,Preventive,No Fault,0,150,20,40,Clear Weather,70,20,20,Dependent,High,0,0,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-08 03:00:00,S_172,111,0.6,21,66.6,41,0.25,E_22,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,6,160,21,41,Storm,71,21,21,Independent,Medium,1,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-08 04:00:00,S_173,112,0.7,22,78.4,42,0.3,E_23,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,72,22,22,Dependent,High,0,1,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-08 05:00:00,S_174,113,0.8,23,90.4,43,0.35,E_24,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,180,23,43,Storm,73,23,23,Dependent,Medium,0,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-08 06:00:00,S_175,114,0.9,24,102.6,44,0.4,E_25,Operational,Fault Detected,Overheating,2024-12-01,Preventive,Fault Detected,9,190,24,44,Clear Weather,74,24,24,Independent,High,1,0,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-08 07:00:00,S_176,115,0.5,25,57.5,45,0.2,E_26,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,75,25,25,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-08 08:00:00,S_177,116,0.6,26,69.6,46,0.25,E_27,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,210,21,41,Clear Weather,76,26,26,Dependent,High,0,1,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-08 09:00:00,S_178,117,0.7,27,81.9,47,0.3,E_28,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,7,220,22,42,Storm,77,27,27,Independent,Medium,1,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-08 10:00:00,S_179,118,0.8,28,94.4,48,0.35,E_29,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,230,23,43,Clear Weather,78,28,28,Dependent,High,0,0,,,,,0.35,0.35,0.35,28.0,28.0,28.0,0
2024-01-01 17:00:00,S_18,117,0.7,27,81.9,47,0.3,E_18,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,17,17,17,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
2024-01-08 11:00:00,S_180,119,0.9,29,107.1,49,0.4,E_30,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,240,24,44,Storm,79,29,29,Dependent,Medium,0,0,,,,,0.4,0.4,0.4,29.0,29.0,29.0,1
2024-01-08 12:00:00,S_181,110,0.5,20,55.0,40,0.2,E_31,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,5,150,20,40,Clear Weather,80,30,0,Independent,High,1,1,,,,,0.2,0.2,0.2,20.0,20.0,20.0,0
2024-01-08 13:00:00,S_182,111,0.6,21,66.6,41,0.25,E_32,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,160,21,41,Storm,81,31,1,Dependent,Medium,0,0,,,,,0.25,0.25,0.25,21.0,21.0,21.0,0
2024-01-08 14:00:00,S_183,112,0.7,22,78.4,42,0.3,E_33,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,170,22,42,Clear Weather,82,32,2,Dependent,High,0,0,,,,,0.3,0.3,0.3,22.0,22.0,22.0,0
2024-01-08 15:00:00,S_184,113,0.8,23,90.4,43,0.35,E_34,Under Maintenance,Fault Detected,Overload,2024-12-01,Corrective,No Fault,8,180,23,43,Storm,83,33,3,Independent,Medium,1,0,,,,,0.35,0.35,0.35,23.0,23.0,23.0,0
2024-01-08 16:00:00,S_185,114,0.9,24,102.6,44,0.4,E_35,Operational,No Fault,Overload,2024-12-01,Preventive,No Fault,0,190,24,44,Clear Weather,84,34,4,Dependent,High,0,1,,,,,0.4,0.4,0.4,24.0,24.0,24.0,0
2024-01-08 17:00:00,S_186,115,0.5,25,57.5,45,0.2,E_36,Under Maintenance,No Fault,Overheating,2024-12-01,Corrective,No Fault,0,200,20,40,Storm,85,35,5,Dependent,Medium,0,0,,,,,0.2,0.2,0.2,25.0,25.0,25.0,0
2024-01-08 18:00:00,S_187,116,0.6,26,69.6,46,0.25,E_37,Operational,Fault Detected,Overload,2024-12-01,Preventive,Fault Detected,6,210,21,41,Clear Weather,86,36,6,Independent,High,1,0,,,,,0.25,0.25,0.25,26.0,26.0,26.0,0
2024-01-08 19:00:00,S_188,117,0.7,27,81.9,47,0.3,E_38,Under Maintenance,No Fault,Overload,2024-12-01,Corrective,No Fault,0,220,22,42,Storm,87,37,7,Dependent,Medium,0,0,,,,,0.3,0.3,0.3,27.0,27.0,27.0,0
